Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Price,Ward/Commune,District,Province
61.0,4.0,18.0,1.0,1.0,,6.65,Vân Canh,Hoài Đức,Hà Nội
73.0,,,,,,8.9,Ô Chợ Dừa,Đống Đa,Hà Nội
88.9,5.1,6.0,5.0,5.0,6.0,8.45,Tân Hưng,Quận 7,Hồ Chí Minh
42.6,4.5,,4.0,4.0,4.0,7.85,Trung Liệt,Đống Đa,Hà Nội
52.0,,,3.0,4.0,,5.6,Nhà Bè,Nhà Bè,Hồ Chí Minh
32.0,,,3.0,2.0,3.0,2.2,Biên Giang,Hà Đông,Hà Nội
64.0,4.0,5.0,2.0,3.0,3.0,4.35,Đông Hưng Thuận,Quận 12,Hồ Chí Minh
38.0,3.5,5.0,5.0,5.0,4.0,8.7,Kim Giang,Thanh Xuân,Hà Nội
45.0,,,,,,9.5,Vĩnh Phúc,Ba Đình,Hà Nội
98.8,5.2,6.0,4.0,4.0,5.0,6.7,Bình Trị Đông,Bình Tân,Hồ Chí Minh
75.0,,,3.0,,,8.4,Văn Chương,Đống Đa,Hà Nội
102.0,,,,4.0,,7.8,15,Tân Bình,Hồ Chí Minh
60.0,,7.0,3.0,4.0,4.0,3.7,Bình Chuẩn,Thuận An,Bình Dương
72.0,4.0,,,3.0,,6.5,10,Tân Bình,Hồ Chí Minh
32.0,3.05,4.0,2.0,,,4.68,8,Quận 11,Hồ Chí Minh
32.0,,,3.0,,,2.15,Phụng Châu,Chương Mỹ,Hà Nội
37.0,5.5,2.4,3.0,2.0,3.0,5.5,Khương Đình,Thanh Xuân,Hà Nội
36.2,,12.0,,2.0,,3.88,Bình Thuận,Quận 7,Hồ Chí Minh
60.0,4.8,,2.0,,,4.2,Giang Biên,Long Biên,Hà Nội
25.0,,,2.0,,,2.45,Tân Hưng,Quận 7,Hồ Chí Minh
67.0,4.1,,,,,6.7,Giang Biên,Long Biên,Hà Nội
35.0,,,3.0,3.0,,5.75,Thanh Xuân Nam,Thanh Xuân,Hà Nội
85.0,4.7,8.0,2.0,2.0,1.0,7.0,Linh Đông,Thủ Đức,Hồ Chí Minh
68.0,,5.0,3.0,4.0,4.0,7.5,8,Tân Bình,Hồ Chí Minh
13.0,,,2.0,1.0,2.0,1.58,5,Quận 8,Hồ Chí Minh
32.0,,,4.0,3.0,,5.1,Nhật Tân,Tây Hồ,Hà Nội
85.0,5.4,,,,,4.9,Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh
52.0,,6.0,4.0,,5.0,6.5,Tân Quý,Tân Phú,Hồ Chí Minh
65.0,3.7,,4.0,4.0,3.0,5.6,Thượng Thanh,Long Biên,Hà Nội
42.0,4.5,3.5,5.0,4.0,4.0,5.75,Việt Hưng,Long Biên,Hà Nội
56.0,5.0,4.0,5.0,5.0,4.0,9.25,Bồ Đề,Long Biên,Hà Nội
75.0,6.4,6.0,4.0,6.0,5.0,6.8,Đặng Xá,Gia Lâm,Hà Nội
62.0,,4.0,3.0,2.0,,7.5,Bình Trị Đông B,Bình Tân,Hồ Chí Minh
48.0,4.0,3.0,6.0,5.0,5.0,6.35,Dịch Vọng Hậu,Cầu Giấy,Hà Nội
25.0,,,5.0,,,3.65,Khâm Thiên,Đống Đa,Hà Nội
36.0,,,4.0,3.0,,2.8,Đông La,Hoài Đức,Hà Nội
69.0,,,5.0,6.0,5.0,8.3,Thượng Lý,Hồng Bàng,Hải Phòng
77.0,,,4.0,4.0,5.0,8.6,Vĩnh Niệm,Lê Chân,Hải Phòng.
120.0,6.0,12.0,3.0,3.0,3.0,4.5,Long Hưng,Biên Hòa,Đồng Nai
64.0,4.0,5.0,4.0,5.0,4.0,6.3,13,Gò Vấp,Hồ Chí Minh
27.9,3.1,,2.0,2.0,2.0,4.35,8,Quận 8,Hồ Chí Minh
130.0,4.5,33.0,2.0,3.0,3.0,7.82,Khuê Trung,Cẩm Lệ,Đà Nẵng
30.0,,,5.0,,,4.58,Việt Hưng,Long Biên,Hà Nội
210.0,,,,,,8.0,Vinh Tân,Vinh,Nghệ An
210.0,,,3.0,,,8.5,Vinh Tân,Vinh,Nghệ An
48.0,4.0,,4.0,4.0,4.0,7.0,Tứ Liên,Tây Hồ,Hà Nội
56.5,,5.0,,2.0,1.0,1.45,An Phú,Thuận An,Bình Dương
58.0,3.0,8.0,2.0,2.0,3.0,6.8,14,Quận 8,Hồ Chí Minh
65.0,4.5,,2.0,3.0,2.0,2.4,Niệm Nghĩa,Lê Chân,Hải Phòng
86.0,5.2,6.0,,2.0,1.0,7.2,Linh Trung,Thủ Đức,Hồ Chí Minh
70.0,4.0,7.0,4.0,3.0,3.0,8.95,9,Tân Bình,Hồ Chí Minh
30.0,,3.0,5.0,4.0,4.0,7.58,Kim Liên,Đống Đa,Hà Nội
65.0,5.0,6.0,4.0,4.0,3.0,8.9,11,Tân Bình,Hồ Chí Minh
50.0,4.0,6.0,4.0,3.0,4.0,8.0,14,Tân Bình,Hồ Chí Minh
55.0,4.0,5.0,3.0,4.0,5.0,7.7,11,Tân Bình,Hồ Chí Minh
77.0,4.5,8.0,4.0,3.0,3.0,9.0,14,Tân Bình,Hồ Chí Minh
81.0,5.0,,4.0,4.0,5.0,9.7,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
30.0,3.8,12.0,4.0,3.0,3.0,8.1,Thạch Bàn,Long Biên,Hà Nội
120.0,,,,,,8.5,Tân Thuận Tây,Quận 7,Hồ Chí Minh
33.0,,,3.0,,,4.5,Kiến Hưng,Hà Đông,Hà Nội
55.0,5.0,,1.0,1.0,1.0,6.0,Nghĩa Tân,Cầu Giấy,Hà Nội
78.0,,,4.0,,,9.1,Phú Thạnh,Tân Phú,Hồ Chí Minh
58.4,,5.0,4.0,,,6.8,14,Gò Vấp,Hồ Chí Minh
51.0,,,,4.0,5.0,6.2,Tân Phú,Quận 7,Hồ Chí Minh
80.0,,,1.0,2.0,,9.4,Tân Quý,Tân Phú,Hồ Chí Minh
265.0,11.3,5.5,1.0,2.0,1.0,3.1,Gia Khánh,Bình Xuyên,Vĩnh Phúc
100.0,,,4.0,6.0,7.0,9.5,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
84.0,4.0,,4.0,4.0,5.0,6.4,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
22.9,,,3.0,3.0,3.0,4.75,3,Bình Thạnh,Hồ Chí Minh
48.6,,,2.0,2.0,,8.68,9,Quận 11,Hồ Chí Minh
30.0,3.3,3.0,4.0,3.0,3.0,4.8,Tương Mai,Hoàng Mai,Hà Nội
35.0,,,4.0,3.0,3.0,4.05,Bạch Mai,Hai Bà Trưng,Hà Nội
48.0,,4.0,5.0,4.0,5.0,6.6,10,Tân Bình,Hồ Chí Minh
23.0,,2.2,2.0,2.0,2.0,2.49,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
15.5,3.0,4.0,1.0,1.0,1.0,1.55,8,Quận 4,Hồ Chí Minh
40.0,,,5.0,7.0,5.0,5.8,Nghĩa Đô,Cầu Giấy,Hà Nội
74.0,,,2.0,2.0,2.0,3.7,Đông Hòa,Dĩ An,Bình Dương
100.0,5.0,6.0,4.0,7.0,7.0,9.5,Hiệp Bình Chánh,Thủ Đức,Hồ Chí Minh
83.0,4.0,6.0,4.0,5.0,5.0,7.15,16,Gò Vấp,Hồ Chí Minh
50.0,4.0,,,,,9.2,Dương Nội,Hà Đông,Hà Nội
35.0,4.5,2.5,5.0,3.0,3.0,7.45,Nhân Chính,Thanh Xuân,Hà Nội
36.0,,6.0,5.0,4.0,4.0,5.55,Tây Thạnh,Tân Phú,Hồ Chí Minh
98.8,,,2.0,2.0,2.0,6.4,An Phú,Thuận An,Bình Dương
28.7,,,3.0,2.0,2.0,1.86,Phước Hải,Nha Trang,Khánh Hòa
28.0,,,2.0,2.0,2.0,3.0,15,Tân Bình,Hồ Chí Minh
80.0,5.0,8.5,3.0,3.0,3.0,2.43,Vĩnh Tân,Tân Uyên,Bình Dương
36.0,4.0,3.0,6.0,5.0,5.0,3.85,Thanh Lương,Hai Bà Trưng,Hà Nội
114.1,4.16,20.0,2.0,2.0,3.0,9.5,An Bình,Dĩ An,Bình Dương
51.0,5.0,10.0,4.0,4.0,3.0,5.7,Quang Trung,Hà Đông,Hà Nội
35.0,,,6.0,3.0,,6.3,Kim Mã,Ba Đình,Hà Nội
56.0,4.0,5.0,,,,7.3,14,Tân Bình,Hồ Chí Minh
75.0,5.0,4.0,1.0,2.0,1.0,1.41,Vĩnh Lộc B,Bình Chánh,Hồ Chí Minh
42.0,,,,,,3.9,Đức Thượng,Hoài Đức,Hà Nội
20.0,,7.0,5.0,3.0,3.0,2.78,Nghĩa Tân,Cầu Giấy,Hà Nội
50.0,4.0,6.0,2.0,2.0,2.0,5.0,Phước Mỹ,Sơn Trà,Đà Nẵng
35.0,4.5,4.0,5.0,4.0,3.0,4.95,Tứ Hiệp,Thanh Trì,Hà Nội
33.0,3.8,2.0,5.0,3.0,4.0,4.8,Bách Khoa,Hai Bà Trưng,Hà Nội
24.0,6.0,,,,,6.85,Nam Đồng,Đống Đa,Hà Nội
75.0,,,,,,7.3,Vĩnh Niệm,Lê Chân,Hải Phòng
40.0,3.2,3.0,5.0,3.0,4.0,6.8,Đồng Tâm,Hai Bà Trưng,Hà Nội
44.0,4.4,,2.0,3.0,3.0,6.3,15,Tân Bình,Hồ Chí Minh
46.0,4.5,33.0,2.0,2.0,2.0,5.15,Hòa Cường Nam,Hải Châu,Đà Nẵng
21.0,,,5.0,4.0,4.0,6.0,Khương Đình,Thanh Xuân,Hà Nội
126.0,,,,,,9.0,Vĩnh Niệm,Lê Chân,Hải Phòng.
96.8,,,3.0,4.0,4.0,9.9,Phước Kiển,Nhà Bè,Hồ Chí Minh
40.0,,,5.0,4.0,3.0,8.9,Kim Giang,Thanh Xuân,Hà Nội
46.0,4.6,4.0,3.0,4.0,3.0,3.4,Song Phương,Hoài Đức,Hà Nội
62.3,7.55,,5.0,9.0,9.0,7.7,3,Quận 8,Hồ Chí Minh
310.0,15.0,12.0,2.0,4.0,4.0,6.3,Đồng Trung,Thanh Thủy,Phú Thọ
52.0,4.2,15.0,6.0,4.0,6.0,9.6,Chương Dương Độ,Hoàn Kiếm,Hà Nội
52.0,4.8,10.0,3.0,4.0,5.0,6.77,Thạnh Lộc,Quận 12,Hồ Chí Minh
20.0,3.8,10.0,1.0,2.0,1.0,6.8,Trần Hưng Đạo,Hoàn Kiếm,Hà Nội
90.0,12.0,30.0,3.0,4.0,4.0,5.95,Phú Hữu,Quận 9,Hồ Chí Minh
48.0,4.0,5.0,3.0,3.0,3.0,4.8,Bình Trị Đông A,Bình Tân,Hồ Chí Minh
75.0,,10.0,3.0,3.0,4.0,9.0,Phú Hữu,Quận 9,Hồ Chí Minh
100.0,5.0,,3.0,5.0,5.0,7.7,7,Quận 8,Hồ Chí Minh
20.0,3.0,,2.0,2.0,2.0,2.22,10,Quận 8,Hồ Chí Minh
67.0,6.0,4.5,2.0,,,9.0,Võ Thị Sáu,Quận 3,Hồ Chí Minh
60.0,41.0,5.0,2.0,2.0,,2.6,Bửu Long,Biên Hòa,Đồng Nai
59.0,4.5,5.0,1.0,2.0,1.0,4.65,Tăng Nhơn Phú B,Thủ Đức,Hồ Chí Minh.
56.0,4.0,4.0,,,,3.4,Hòa Cường Nam,Hải Châu,Đà Nẵng
43.0,,3.0,4.0,,,4.1,Kim Chung,Hoài Đức,Hà Nội
80.0,4.0,2.5,2.0,6.0,3.0,6.5,5,Phú Nhuận,Hồ Chí Minh
80.0,5.0,6.0,2.0,4.0,4.0,6.8,An Lạc A,Bình Tân,Hồ Chí Minh
59.0,4.0,6.0,4.0,4.0,4.0,8.5,Thạch Bàn,Long Biên,Hà Nội
21.0,3.0,,4.0,2.0,3.0,2.5,Tân Kiểng,Quận 7,Hồ Chí Minh
76.0,8.0,,1.0,1.0,1.0,9.0,Dương Nội,Hà Đông,Hà Nội
48.0,,,4.0,4.0,,9.6,Phú Đô,Nam Từ Liêm,Hà Nội
40.0,,,5.0,,,5.8,Quốc Tử Giám,Đống Đa,Hà Nội
50.0,,2.5,3.0,3.0,3.0,2.7,Đại Thành,Quốc Oai,Hà Nội
51.0,,,,,,3.2,Đông Mỹ,Thanh Trì,Hà Nội
38.0,4.5,3.0,4.0,2.0,3.0,9.9,Quan Hoa,Cầu Giấy,Hà Nội
35.0,,,4.0,4.0,3.0,5.0,Khương Đình,Thanh Xuân,Hà Nội.
33.0,4.1,2.5,5.0,3.0,4.0,7.5,Quan Hoa,Cầu Giấy,Hà Nội
148.0,5.3,7.0,,,,6.5,Tân Thới Nhất,Quận 12,Hồ Chí Minh
73.0,4.0,2.5,4.0,7.0,4.0,8.9,Ô Chợ Dừa,Đống Đa,Hà Nội
31.0,,,5.0,,,4.35,Tả Thanh Oai,Thanh Trì,Hà Nội
30.0,3.0,,5.0,3.0,4.0,5.85,Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội
24.0,4.0,4.0,2.0,2.0,3.0,1.68,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
52.0,5.0,3.0,5.0,4.0,3.0,9.9,Yên Hòa,Cầu Giấy,Hà Nội
41.0,,3.0,,2.0,2.0,2.2,Phước Hải,Nha Trang,Khánh Hòa
83.0,,,,2.0,2.0,8.2,11,Quận 3,Hồ Chí Minh
65.0,4.0,4.0,7.0,6.0,7.0,11.5,Bồ Đề,Long Biên,Hà Nội
113.0,4.0,25.0,,2.0,2.0,5.6,Tân Chánh Hiệp,Quận 12,Hồ Chí Minh
29.0,,,2.0,,,1.26,Mai Động,Hoàng Mai,Hà Nội
108.0,4.0,,3.0,6.0,6.0,7.6,Bình Trị Đông,Bình Tân,Hồ Chí Minh
37.0,3.5,,6.0,3.0,4.0,6.3,Thạch Bàn,Long Biên,Hà Nội
54.0,,5.0,2.0,2.0,2.0,5.0,Phú Trung,Tân Phú,Hồ Chí Minh
34.0,,,5.0,3.0,,4.65,Yên Nghĩa,Hà Đông,Hà Nội
65.6,,,1.0,2.0,1.0,2.1,Tân Đông Hiệp,Dĩ An,Bình Dương
225.0,,3.0,,,,6.5,Bình Thuận,Quận 7,Hồ Chí Minh
125.0,5.0,12.0,2.0,3.0,2.0,7.7,Tân Đông Hiệp,Dĩ An,Bình Dương
35.0,,2.5,,3.0,,7.63,Phương Liên,Đống Đa,Hà Nội
55.0,3.99,4.5,6.0,4.0,4.0,8.0,Thạch Bàn,Long Biên,Hà Nội
44.0,,,5.0,4.0,4.0,5.7,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
77.4,4.3,6.0,4.0,5.0,5.0,8.79,Tân Thuận Tây,Quận 7,Hồ Chí Minh
39.0,,,5.0,,,6.5,Mễ Trì,Nam Từ Liêm,Hà Nội.
65.0,4.5,,,2.0,1.0,4.7,Trường Thọ,Thủ Đức,Hồ Chí Minh
50.0,4.2,3.5,4.0,4.0,3.0,3.65,Hải Bối,Đông Anh,Hà Nội
26.0,,,3.0,3.0,2.0,4.15,3,Gò Vấp,Hồ Chí Minh
54.0,,,,3.0,4.0,5.5,Trường Thọ,Thủ Đức,Hồ Chí Minh
89.2,4.5,4.0,1.0,2.0,1.0,3.95,Vạn Thắng,Nha Trang,Khánh Hòa
75.0,,,,4.0,,7.5,Vĩnh Niệm,Lê Chân,Hải Phòng
28.0,3.0,2.0,,,,6.65,Vĩnh Tuy,Hai Bà Trưng,Hà Nội
90.0,,,,4.0,,9.4,Vĩnh Niệm,Lê Chân,Hải Phòng
50.0,,,,,,7.0,Định Công,Hoàng Mai,Hà Nội
78.0,4.6,18.0,1.0,1.0,1.0,5.45,Trường An,Huế,Thừa Thiên Huế
38.0,,,,,,7.5,Nghĩa Đô,Cầu Giấy,Hà Nội
40.0,,,5.0,,,6.79,Xuân Đỉnh,Bắc Từ Liêm,Hà Nội
30.0,3.4,2.6,4.0,3.0,3.0,3.7,Gia Thụy,Long Biên,Hà Nội
30.0,,4.5,5.0,,,5.3,Xuân La,Tây Hồ,Hà Nội
39.0,3.4,,5.0,7.0,,8.55,Phương Liệt,Thanh Xuân,Hà Nội
38.0,3.0,15.0,5.0,6.0,4.0,7.0,Ngã Tư Sở,Đống Đa,Hà Nội
42.0,5.0,10.0,4.0,4.0,3.0,7.0,Trung Liệt,Đống Đa,Hà Nội
65.4,,13.0,3.0,4.0,2.0,4.5,Dĩ An,Dĩ An,Bình Dương
37.0,3.0,2.5,2.0,2.0,2.0,2.9,Thới An,Quận 12,Hồ Chí Minh
41.0,3.9,,5.0,3.0,3.0,7.0,Khương Thượng,Đống Đa,Hà Nội
34.0,,3.0,4.0,3.0,,8.9,13,Phú Nhuận,Hồ Chí Minh
41.0,3.8,3.0,4.0,,,6.9,Mỹ Đình 2,Nam Từ Liêm,Hà Nội
55.0,5.2,,4.0,4.0,,7.5,Tân Mai,Hoàng Mai,Hà Nội
150.0,,,,,,1.35,Mỹ Phước,Bến Cát,Bình Dương
51.0,,8.0,2.0,3.0,2.0,6.3,15,Quận 10,Hồ Chí Minh
46.0,5.0,3.0,7.0,1.0,1.0,9.0,Đại Kim,Hoàng Mai,Hà Nội
70.0,,,5.0,,,9.8,Long Hưng,Văn Giang,Hưng Yên
68.0,,,3.0,3.0,3.0,7.5,9,Tân Bình,Hồ Chí Minh
75.0,5.0,2.5,2.0,2.0,1.0,3.7,Linh Tây,Thủ Đức,Hồ Chí Minh
32.0,,,,3.0,3.0,3.2,Sài Đồng,Long Biên,Hà Nội
54.0,4.5,,3.0,4.0,5.0,7.37,Bình Hưng Hòa A,Bình Tân,Hồ Chí Minh
56.0,,6.0,4.0,6.0,6.0,8.7,1,Gò Vấp,Hồ Chí Minh
66.0,,,,,,9.5,Hiệp Tân,Tân Phú,Hồ Chí Minh
80.0,,,,,,10.0,Tân Tiến,Bắc Giang,Bắc Giang.
43.5,,,4.0,4.0,3.0,3.38, Kênh Dương,Lê Chân,Hải Phòng
70.0,5.0,,5.0,,,7.6,Long Hưng,Văn Giang,Hưng Yên
60.0,,8.0,2.0,3.0,,2.5,Tương Bình Hiệp,Thủ Dầu Một,Bình Dương
31.0,,,,3.0,,5.0,Ngọc Lâm,Long Biên,Hà Nội
60.0,,,,,,8.2,Hoàng Liệt,Hoàng Mai,Hà Nội
43.0,3.6,3.5,2.0,3.0,3.0,4.95,16,Gò Vấp,Hồ Chí Minh
120.0,6.0,21.0,4.0,,,5.2,Long Hậu,Cần Giuộc,Long An
62.0,4.0,7.0,4.0,5.0,6.0,5.0,Bình Hưng Hòa B,Bình Tân,Hồ Chí Minh
57.4,4.0,7.0,3.0,3.0,3.0,4.83,Thạnh Xuân,Quận 12,Hồ Chí Minh
50.0,4.1,,3.0,4.0,3.0,4.59,Thạnh Xuân,Quận 12,Hồ Chí Minh
36.4,,3.0,5.0,3.0,4.0,5.45,11,Gò Vấp,Hồ Chí Minh
37.6,,,4.0,3.0,3.0,5.1,Trạm Trôi,Hoài Đức,Hà Nội
40.0,4.5,2.4,4.0,4.0,3.0,7.4,Quang Trung,Hà Đông,Hà Nội
160.0,8.0,19.0,3.0,,,7.25,Long Hưng,Biên Hòa,Đồng Nai
75.0,,8.0,5.0,4.0,5.0,9.7,Bình Trưng Tây,Quận 2,Hồ Chí Minh
56.0,3.6,,2.0,,,1.7, Đông Thạnh,Hóc Môn,Hồ Chí Minh
50.0,4.5,,4.0,3.0,,8.0,Cầu Diễn,Nam Từ Liêm,Hà Nội
100.0,,,,,,9.5,Hiệp Phú,Quận 9,Hồ Chí Minh
60.2,5.2,6.0,3.0,4.0,3.0,6.0,Tăng Nhơn Phú A,Quận 9,Hồ Chí Minh
77.0,5.0,5.0,4.0,5.0,3.0,4.9,Tân Thới Hiệp,Quận 12,Hồ Chí Minh
40.0,3.7,10.0,5.0,4.0,4.0,10.0,Hoàng Liệt,Hoàng Mai,Hà Nội
30.0,,,5.0,,,3.8,Phú Thượng,Tây Hồ,Hà Nội
73.0,4.1,8.0,3.0,3.0,2.0,2.8,Hóa An,Biên Hòa,Đồng Nai
47.4,5.15,14.0,1.0,,,6.4,Phước Tiến,Nha Trang,Khánh Hòa
159.0,10.5,10.0,4.0,4.0,5.0,9.0,Nhà Bè,Nhà Bè,Hồ Chí Minh
82.6,4.6,5.0,4.0,4.0,5.0,9.4,Bình Thuận,Quận 7,Hồ Chí Minh
39.8,,4.5,2.0,2.0,2.0,3.52,Thạnh Lộc,Quận 12,Hồ Chí Minh
40.0,,,4.0,4.0,3.0,4.1,Kim Chung,Hoài Đức,Hà Nội
85.0,8.4,3.0,1.0,1.0,1.0,5.9,Mỹ An,Ngũ Hành Sơn,Đà Nẵng
38.0,6.3,,5.0,3.0,4.0,6.15,Nhân Chính,Thanh Xuân,Hà Nội
78.0,,,4.0,,,4.6,Đông Lương,Đông Hà,Quảng Trị
30.0,4.2,,5.0,3.0,4.0,5.6,Nhân Chính,Thanh Xuân,Hà Nội
25.0,,,4.0,4.0,,4.05,Phố Huế,Hai Bà Trưng,Hà Nội
40.0,4.0,,,2.0,2.0,6.5,11,Bình Thạnh,Hồ Chí Minh
31.0,4.6,,5.0,3.0,4.0,5.9,Trung Liệt,Đống Đa,Hà Nội
80.0,6.6,,,,,7.0,Long Thạnh Mỹ,Quận 9,Hồ Chí Minh
41.0,,,4.0,4.0,3.0,4.25,Kim Chung,Hoài Đức,Hà Nội
30.0,4.2,,5.0,3.0,3.0,3.5,Phương Mai,Đống Đa,Hà Nội
125.0,6.0,15.0,3.0,5.0,5.0,5.1,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng
40.0,,,5.0,5.0,5.0,6.85,Khương Mai,Thanh Xuân,Hà Nội.
88.0,5.5,17.0,5.0,,,7.8,Yên Phú,Yên Mỹ,Hưng Yên
25.0,,,4.0,2.0,3.0,4.5,Trung Liệt,Đống Đa,Hà Nội
55.0,,,5.0,5.0,4.0,9.9,Khương Thượng,Đống Đa,Hà Nội
40.0,7.0,3.0,3.0,4.0,3.0,7.5,9,Quận 10,Hồ Chí Minh
71.0,4.0,,1.0,1.0,1.0,5.7,Vân Canh,Hoài Đức,Hà Nội
35.0,3.2,2.0,4.0,3.0,3.0,6.25,Vạn Phúc,Hà Đông,Hà Nội
50.0,4.0,,4.0,4.0,4.0,5.9,Tân Sơn Nhì,Tân Phú,Hồ Chí Minh
44.0,,,4.0,4.0,3.0,4.35,Kim Chung,Hoài Đức,Hà Nội
77.6,5.5,4.5,,,,6.5,Phú Trung,Tân Phú,Hồ Chí Minh
37.0,5.25,2.2,4.0,3.0,3.0,5.6,Phú La,Hà Đông,Hà Nội
123.8,5.5,8.0,,8.0,,4.5,An Bình,Dĩ An,Bình Dương
40.0,,5.0,4.0,5.0,4.0,6.6,Hoàng Liệt,Hoàng Mai,Hà Nội
99.6,4.6,,,,,6.2,8,Quận 6,Hồ Chí Minh
60.0,4.0,6.0,5.0,3.0,4.0,7.2,14,Gò Vấp,Hồ Chí Minh
33.0,4.5,10.0,5.0,4.0,4.0,3.9,La Khê,Hà Đông,Hà Nội
88.92,,,,,,7.55,13,Bình Thạnh,Hồ Chí Minh
40.0,5.0,,6.0,4.0,4.0,8.0,Khâm Thiên,Đống Đa,Hà Nội
20.0,4.0,3.0,4.0,3.0,3.0,3.6,Tân Định,Quận 1,Hồ Chí Minh
32.0,,,5.0,3.0,4.0,7.5,Phương Mai,Đống Đa,Hà Nội
77.0,5.5,12.0,3.0,4.0,5.0,4.5,Tân Bình,Dĩ An,Bình Dương
116.0,,,1.0,3.0,2.0,3.9,Long Thới,Nhà Bè,Hồ Chí Minh
108.0,6.0,25.0,3.0,,,8.0,Bình Kiến,Tuy Hòa,Phú Yên
50.0,,,4.0,4.0,3.0,9.0,Đống Mác,Hai Bà Trưng,Hà Nội
40.0,,,5.0,6.0,4.0,6.3,Khâm Thiên,Đống Đa,Hà Nội
150.0,5.0,12.0,,5.0,5.0,1.7,Lai Uyên,Bàu Bàng,Bình Dương
383.0,6.5,20.0,,,,10.0,Đức Hòa,Đức Hòa,Long An
64.0,,,,,,9.3,Phước Bình,Quận 9,Hồ Chí Minh
32.0,3.11,5.0,2.0,2.0,2.0,3.8,11,Bình Thạnh,Hồ Chí Minh
33.0,3.7,,1.0,1.0,1.0,3.35,Thụy Phương,Bắc Từ Liêm,Hà Nội
45.0,,,4.0,4.0,3.0,7.85,Trung Liệt,Đống Đa,Hà Nội
35.0,,,5.0,3.0,4.0,5.5,Khương Mai,Thanh Xuân,Hà Nội
60.0,4.0,,5.0,6.0,4.0,6.6,Minh Khai,Hai Bà Trưng,Hà Nội
50.0,4.2,3.0,5.0,5.0,5.0,9.2,3,Bình Thạnh,Hồ Chí Minh
51.0,7.0,10.0,2.0,2.0,2.0,6.0,Tân Phong,Biên Hòa,Đồng Nai
50.0,4.0,4.0,1.0,2.0,1.0,6.4,24,Bình Thạnh,Hồ Chí Minh
64.7,,,4.0,4.0,,8.5,9,Tân Bình,Hồ Chí Minh
25.0,4.0,3.0,4.0,2.0,3.0,4.95,5,Bình Thạnh,Hồ Chí Minh
61.6,,12.0,3.0,4.0,4.0,3.6,Thuận Giao,Thuận An,Bình Dương
34.0,,,5.0,3.0,,5.45,Ngọc Lâm,Long Biên,Hà Nội
64.0,4.0,3.0,3.0,4.0,4.0,8.9,15,Bình Thạnh,Hồ Chí Minh
50.0,3.8,6.0,5.0,4.0,4.0,9.6,Khương Trung,Thanh Xuân,Hà Nội
75.0,3.8,,2.0,3.0,1.0,8.98,3,Quận 8,Hồ Chí Minh
48.0,4.0,6.0,4.0,3.0,4.0,6.6,11,Quận 6,Hồ Chí Minh
70.0,5.0,5.0,2.0,3.0,3.0,1.45,Hưng Long,Bình Chánh,Hồ Chí Minh
54.0,,,4.0,4.0,,7.99,Hiệp Bình Phước,Thủ Đức,Hồ Chí Minh
30.0,,,6.0,3.0,4.0,4.6,Phúc Lợi,Quận Long Biên,Hà Nội
37.9,4.7,6.0,4.0,4.0,4.0,7.1,11,Bình Thạnh,Hồ Chí Minh
56.0,4.0,6.0,,2.0,1.0,2.4,Hiệp Thành,Thành phố Thủ Dầu Một,Bình Dương
252.3,,6.0,1.0,2.0,2.0,10.0,15,Gò Vấp,Hồ Chí Minh.
70.0,5.5,5.0,4.0,4.0,6.0,7.2,8,Gò Vấp,Hồ Chí Minh
38.0,,,,2.0,2.0,2.0,Phú Thuận,Quận 7,Hồ Chí Minh
60.0,3.8,2.0,4.0,6.0,4.0,6.5,27,Bình Thạnh,Hồ Chí Minh
102.5,5.0,5.5,1.0,3.0,1.0,3.0,Hòa Hiệp Nam,Liên Chiểu,Đà Nẵng
27.0,,,2.0,2.0,2.0,3.7,9,Gò Vấp,Hồ Chí Minh
37.0,3.7,3.0,3.0,2.0,3.0,3.9,1,Bình Thạnh,Hồ Chí Minh
22.0,3.0,2.0,2.0,2.0,2.0,3.8,17,Bình Thạnh,Hồ Chí Minh
58.8,4.2,10.0,4.0,4.0,5.0,5.75,Hiệp Thành,Quận 12,Hồ Chí Minh
62.0,5.0,3.0,2.0,2.0,1.0,1.45,Vĩnh Ngọc,Nha Trang,Khánh Hòa
36.0,3.0,3.0,2.0,2.0,2.0,3.75,11,Bình Thạnh,Hồ Chí Minh
64.0,,,4.0,3.0,3.0,4.85,Thạnh Lộc,Quận 12,Hồ Chí Minh
48.0,,,2.0,2.0,2.0,3.49,Hiệp Thành,Quận 12,Hồ Chí Minh
48.0,,3.5,2.0,2.0,2.0,3.68,Tân Thới Hiệp,Quận 12,Hồ Chí Minh
36.0,8.5,3.0,4.0,5.0,4.0,6.25,5,Phú Nhuận,Hồ Chí Minh
125.0,5.0,9.0,5.0,,,6.8,Nam Hải,Hải An,Hải Phòng
